author,author_id,date,rating,rating_text,text,title,url,variation,verified,vine,asin
Jose C.,/gp/profile/amzn1.account.AGI7RGIKAFKFBDORHNHTPDF5JKDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 16, 2017",3.0,3.0 out of 5 stars,"Very fashionable and useful product.  I've used it as a scarf, carseat and stroller cover, and a nursing cover.  It hasn't faded in the wash and I absolutley loved it.  Only problem was the material is super thin and it wore a hole very quickly.  Not bad for the price though.  Oh and I love how when nursing my infant, I can tuck his lego in and the stretchy material will hold his legs in place so they don't dangle off my little lap.",Very fashionable and useful product. I've used it as a scarf,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_1?ie=UTF8&pageNumber=1,N/A,1,0,B0183BZDQI
Mommy saves,/gp/profile/amzn1.account.AFGLC4UB2OPO3HNYJ2IQ5WDNBODA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 24, 2016",5.0,5.0 out of 5 stars,I have 3 kids so I've tried a lot of different baby products. This is by far the best car seat cover I've ever used! I love that it can't fall onto the babies face like traditional car seat covers. I also love that it's lightweight & that air can flow through the opening at the top. If this was it's only function I would be completely satisfied!!!!,Love this product!!,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_1?ie=UTF8&pageNumber=1,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AEWBSYYQREEZQZ2XGKXQINMFRKUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 20, 2016",5.0,5.0 out of 5 stars,Just what I expected.,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
magicbrand,/gp/profile/amzn1.account.AG4KOBTMPRSU66HBOGTPUVJLSNHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 4, 2016",5.0,5.0 out of 5 stars,Fits our graco car seat perfectly.,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Coco Nix,/gp/profile/amzn1.account.AH42AYMYSRMSERT3I3DVU65C2VUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 9, 2016",5.0,5.0 out of 5 stars,Love it! Fits perfect. Material is soft and comfy.,Comfy baby,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Erin P.,/gp/profile/amzn1.account.AEBJXEZBBBRWCWZQ72DR5JZGJJTQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 29, 2016",2.0,2.0 out of 5 stars,"I bought this hoping it would shield my baby from the sun, be easy to use and durable. And while I love the material in the same way I love a good stretchy jersey dress, it's way too flimsy to be functional. My biggest problem is how big and saggy it is, especially around the top where the car seat handle goes. It's such a huge opening that tons of sun gets in. Also, because it's so oversized, the material gets stuck in both the car seat base and the stroller attachment every time and the material is so thin that within a couple of uses I had holes from it getting stuck.",I really wanted to love it but...,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Tatiana,/gp/profile/amzn1.account.AGFCHJ3LN64E77NUCOLN2OOGQSPA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 8, 2016",5.0,5.0 out of 5 stars,It's wonderful! So easy to use and breathable for my little one!  I love it,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Jess Clark,/gp/profile/amzn1.account.AGJDBM5BVVODOCQLXDSXESP6P7XQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 1, 2016",5.0,5.0 out of 5 stars,Best car seat cover I've ever owned! Love it!!!!! And so does my little boy :),Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Ashley Alvord,/gp/profile/amzn1.account.AHVTNI4METD5BXVWUSXRLYYGEHRA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 13, 2016",5.0,5.0 out of 5 stars,Perfect for feeding in public!,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Shayla B,/gp/profile/amzn1.account.AEV45S2ZPGTF7G5GIGKHKORSE5MA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 20, 2016",5.0,5.0 out of 5 stars,Love it! It's darling! Works great!,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Orion Burgoyne,/gp/profile/amzn1.account.AELTVIOZ3JUXBLWVHJ7VDLBAZFKA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 11, 2016",5.0,5.0 out of 5 stars,It came very quickly and it was exactly the way I expected it to be.,I wish all purchases were like this one.,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
Rachel,/gp/profile/amzn1.account.AH5N627UJO2JKII7IC2WVEUAGGJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 19, 2016",5.0,5.0 out of 5 stars,Exactly as described,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_42?ie=UTF8&pageNumber=42,N/A,1,0,B0183BZDQI
SSchlesinger,/gp/profile/amzn1.account.AEHTSPREOH7B7R44OWZYCTQOWOJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on August 30, 2016",5.0,5.0 out of 5 stars,"Such a great product! I've recently had my 3rd baby and found it very difficult to nurse my oldest 2 in public, thus really making breast feeding difficult for me. But finally, with this nursing cover, I feel comfortable nursing my 3rd in public. It's very light weight with a comfy t-shirt feel. It has completely changed things for me and I 100% recommend this product.",Such a great product! I've recently had my 3rd baby and ...,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
cristina,/gp/profile/amzn1.account.AFHNHMNR4PXJAYBJHTPCK3XBT63A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 16, 2016",5.0,5.0 out of 5 stars,"Haven't been able to use yet.. But from what I can see, the material is wonderfully soft, not see through (I have the black and white stripes), stretchy and flexible to put in different styles, and am excited to use it when I have the baby in a couple days!","the material is wonderfully soft, not see through (I have the black ...",https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
E.B.,/gp/profile/amzn1.account.AEYNRQYEUJFYUORDJ2PR4RZ6V22A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 27, 2017",5.0,5.0 out of 5 stars,My favorite breastfeeding cover! Doesn’t slip down because of the stretchiness!,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
Pat Dixon,/gp/profile/amzn1.account.AFHK7RYP2K6JDIQ2WPBIZT6S3EVA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 9, 2016",5.0,5.0 out of 5 stars,"it looks like the perfect gift.  i ordered it for a baby shower and i did not open it but it is just what the mother to be wanted, so i am sure it is good.",it looks like the perfect gift,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
Ashley L.,/gp/profile/amzn1.account.AFRVFXS572KAADUUYTJNVWTRG3DQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 1, 2017",5.0,5.0 out of 5 stars,"I was resistant to trying this cover. I had tried some other styles of nursing covers and both my baby and I hated them. A few friends raved about their Copper Pearl covers so I gave it a shot. I LOVE THIS COVER!  It's so easy to use. It's not the least bit constraining. The material is so soft. And the fact that it doubles as a car seat cover, to keep the cold and unwanted onlookers away, is just a huge bonus.",Best Nursing Cover,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AEF2NQLPVSXZTG32FFHMP6K5UYHA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 15, 2016",5.0,5.0 out of 5 stars,I love this product. I have 5 kids and havent found anything so versitile! I bought 2 for my close friends that are having their first babies! If I had known about these with mine I would have had 5! Love the style and love how portable it is too. Its compact and pratical! I know what I will be getting new moms for baby shower gifts from now on! Great product!,I love this product,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
reximus,/gp/profile/amzn1.account.AE5DTU3OLW73X4EFEWBZVDF7ISVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 17, 2016",5.0,5.0 out of 5 stars,"I have not yet used this, but I have seen several other women that have it, and I always ask where they got it. It is so cute and seems like such a great idea. I am excited to use mine soon!",It is so cute and seems like such a great idea,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
Kailey Outram,/gp/profile/amzn1.account.AHORXCZPH7KXV7VXROBGCUCSI23A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 18, 2017",5.0,5.0 out of 5 stars,"This thing I wish I had from the very begining! During the awkward early feeding times now she doesnt like it so much for nursing as toddler.. but it's great for peak a boo, wearing as a multi purpose scarf and burp cloth, a sun or wind cover when I am wearing her, And now this nifty new discovery as a head support!",During the awkward early feeding times now she doesnt like it so much for nursing as toddler,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
Mrs. Odom,/gp/profile/amzn1.account.AGOCHPDBYTPWTRFTLHOCSHXGCHNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 30, 2017",5.0,5.0 out of 5 stars,Perfect fit for my grace car seat!,You need it!,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AG3RIW7556PW4HTHPXCBKEBPS23A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 6, 2016",5.0,5.0 out of 5 stars,Love it! Looks super cute and covers the car seat just perfectly. I got lots of compliments on it. I would recommend it.,Love it! Looks super cute and covers the car ...,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_9?ie=UTF8&pageNumber=9,N/A,1,0,B0183BZDQI
MosesZG,/gp/profile/amzn1.account.AHSF3I6YTHPIFFW6MXEKGED2EMEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 27, 2016",3.0,3.0 out of 5 stars,"We really like the functionality. Looked great and works great. After a week or two of use small holes began to appear. It was looking more and more beat up so we decided to purchase a so.ilar product from a different brand to compare. The one made by Adorology was a little cheaper, came with 2 bibs, and is much much better.",There are better for cheaper on Amazon,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
ST,/gp/profile/amzn1.account.AG5SNCIKPP3QG7F4JOK4EVH5QQQA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 3, 2016",5.0,5.0 out of 5 stars,"The copper pearl cover is one of the greatest baby items!  I saw a woman at babies r us with the cover & asked where she bought it.  She proceeded to tell me from amazon.  She said it's great,  light,  & you can peak right in at the baby.",The copper pearl cover is one of the greatest baby items,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
David and Kay-Marie Stanger,/gp/profile/amzn1.account.AHBGSB7JWQMFPTL7HN4CWMMEP7NQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 9, 2017",1.0,1.0 out of 5 stars,I had high hopes but the quality was just sad. It ripped about month in and I was seriously dissapointed I loved all the prospects and versatility of use. It's just to thin and rips easy.,Dissapointed,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
L233,/gp/profile/amzn1.account.AGVHBOCWQTFC6FBL4LJWEWPVYTLQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on March 2, 2016",5.0,5.0 out of 5 stars,I am plus size (16) and was unsure if this would have enough stretch and room to nurse with.  I decided to order it anyway just because I loved the look for a car seat cover.  I am very happy to say that it has also worked great as nursing cover!  I found the material had enough give that baby and I have plenty of room but still stay covered. Love the soft smooth texture and that unlike other covers this stays put and doesn't accidentally flash anyone :),Plus size mom,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
Elisabeth,/gp/profile/amzn1.account.AFMKA3GIJ45H5QFINXIWQKA533EA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 25, 2016",1.0,1.0 out of 5 stars,Quality was not what I was expecting and I feel like it doesn't fit anywhere near as snug as the picture shows in description. Material is cheap and is already coming unstitched and I haven't even used it to leave the house yet! I could have just as easily bought an XXL women's tee shirt from Target and made one of better quality myself.,Super disappointed,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
noelle,/gp/profile/amzn1.account.AHBVXSO3NQORFJOWKTYTOKQHP6DA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on December 27, 2016",5.0,5.0 out of 5 stars,I received the product on next day delivery and was very pleased with it. The material is very soft and breathable and fits great on our car seat. The narrow opening is the perfect size so that when it is on the car seat it leaves just the right amount of space for air to flow through.,Perfect 3-1 cover,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
Grace Deininger,/gp/profile/amzn1.account.AE2R7BWZUJXYCUQPNF3KYJ422T2A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 26, 2016",5.0,5.0 out of 5 stars,"This is exactly what I was looking for. Our double stroller doesn't provide extra shade for the baby and this is perfect. I dont' cover up while nursing so I haven't tried it as a cover up. My lo is too little to sit in a cart, so I haven't tried that yet either. It also seems to help my baby when she falls asleep in the stroller and we need to bring her inside and want her to stay asleep - lighting changes seem not to effect her as much.",Great Product for a Great Price!,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
CuriousAmy,/gp/profile/amzn1.account.AHU4VPDAMHRE4KO762XTRYAQUORA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 1, 2017",5.0,5.0 out of 5 stars,"This is a fantastic cover, and I also wear it as an infinity scarf. I feel confident being able to use it in public and maintaining some semblance of modesty in busy places. Also, use it at home when we have company, etc. Stretchy and soft. Very glad I bought this. Great shower gift!","This is a fantastic cover, and I also wear it as an ...",https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AFLGDVCFFDPJB3BW3FUXJDPJOMLA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 14, 2016",5.0,5.0 out of 5 stars,I love my new cover for my car seat! I am a foster mom who got a call that in 3 days I was going to be getting a 7 day old baby! Amazon got me my cover quickly and my canopy cover has done an excellent job shielding our little foster Prince from the wind!! Plus it's super soft! :),I love my new cover for my car seat,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
sharon,/gp/profile/amzn1.account.AH33UJ7M223JRACCU7HRNPSAFYSA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 26, 2016",5.0,5.0 out of 5 stars,"I ordered this for my granddaughter.  It arrived quickly and she loves it for her new baby.  As a car seat cover it keeps the wind, leaves, bugs, etc. off the baby and allows him to sleep without being disturbed when not at home.  Nice to keep others from getting too close to him during flu season.  She likes it better than her other nursing cover ups. It is quality made in a light weight material and perfect for Spring and Summer.  Thanks for such a great multi purpose product.  I will give this item as baby gifts in the future..",Great multi purpose item!,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AEWORFC627GXQ2JEQM4YYQOZ6SXA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 29, 2016",5.0,5.0 out of 5 stars,Product is exactly how its described and I am very satisfied.  Material is very soft like a soft stretchy cotton t-shirt.  I ordered the black and white stripes cover and is very Chic.  Perfect for fall weather in NYC and I can't wait to use it this week.,"Very Chic, Soft and Great Quality!",https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Benjamin Ketnick,/gp/profile/amzn1.account.AEZ6IXZ7XTTNAEOZ7RRII35VMWZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 9, 2016",5.0,5.0 out of 5 stars,"Love love love these! I bought 3 different colors. Super soft and stretchy and great to keep the sun or wind off your baby when on walks in the stroller. Also, made me feel much better about having our newborn in public when I could cover him up so that not every person would be stopping us or looking in to see him/trying to touch him and protects him from germs at the doctors office. Super cute and easy to put on and configure as you want. Looking forward to using it as a breastfeeding cover and a shopping cart cover down the road. I plan on buying for friends for their baby showers.",Love!,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_2?ie=UTF8&pageNumber=2,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AHVXABHEDCBGR7N5766RRB2MZ2RA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 29, 2016",5.0,5.0 out of 5 stars,"Great nursing cover.  My baby hates being covered and this one prevents her from throwing it off.  Also, it's cute and can be worn as a scarf when not in use!",Great nursing cover,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Sharon H.,/gp/profile/amzn1.account.AEUNE2N4AUMUVYGL2QWMZFLEP4ZA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 16, 2017",5.0,5.0 out of 5 stars,"The canopy cover was a baby shower gift for my niece.  She had specifically requested this item and seemed very pleased with the gift.  She is not due to deliver until March, but I believe it was one of the items she most wanted.",She had specifically requested this item and seemed very pleased with the gift,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Green Lady,/gp/profile/amzn1.account.AHEVRI6T47ZJ4KVIMYC3AGM7QDIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 29, 2016",5.0,5.0 out of 5 stars,This product is genius. Every mom needs this and doesn't even know it yet. The fabric is so soft and stretchy and a quality thickness. Bring this to every baby shower you go to because the mom will thank you for it. This is my new go-to baby gift. Make more color/patterns!,This product is genius. Every mom needs this and ...,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
B K,/gp/profile/amzn1.account.AEPAJMRM4GWNVWNWGIJCPTVLRIXQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on September 16, 2017",2.0,2.0 out of 5 stars,This product is not worth the cost. It's quality is average. I found a similar product on Amazon that was just $3.00. It gets the job done.,This product is not worth the cost. It's quality ...,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
JJ,/gp/profile/amzn1.account.AHYS6FMNEBM4IWMSK5NK6B2JCWDA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 3, 2016",5.0,5.0 out of 5 stars,"Great product! I'm 5'10"" and when using as a nursing cover it reaches long enough to keep me covered. Breathable fabric and great price!","Great product! I'm 5'10"" and when using as a ...",https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Camille Z.,/gp/profile/amzn1.account.AEEUFKILGEYOM47VUSD3X2TKRB5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 30, 2016",4.0,4.0 out of 5 stars,Best carseat and nursing cover!! I never liked nursing in public but this cover makes it so easy to nurse anywhere! I get a lot of compliments on how nice my nursing cover looks!,Best carseat and nursing cover,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Chelsea,/gp/profile/amzn1.account.AFISUZX2E722R2GB33AM4VM5YVIA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on June 10, 2016",5.0,5.0 out of 5 stars,"Just got this in earlier this week and I can't wait to use it on baby girl! I tried it as a nursing cover and it seems to be very functional. I was a little bit thrown off because I thought it was black and white, but its a more cream and white. Still, pretty excited to use it! :) Thanks!",pretty excited to use it,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Tasha Dittamore,/gp/profile/amzn1.account.AFJYR22AJTTYLXZKA4HX732AIGJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on July 22, 2016",5.0,5.0 out of 5 stars,This is fantastic! I've been wanting a nursing cover like this but they all seemed so expensive. This is affordable and so soft and comfortable!,This is fantastic! I've been wanting a nursing cover like this ...,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_18?ie=UTF8&pageNumber=18,N/A,1,0,B0183BZDQI
Amazon Customer,/gp/profile/amzn1.account.AEOON2RMIUSRQ667BMU45IEFF3FA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on April 13, 2016",5.0,5.0 out of 5 stars,My new favorite baby item!  I think I will order this for all expecting moms. Very versatile. Light weight. It's just perfect!,Love it,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_34?ie=UTF8&pageNumber=34,N/A,1,0,B0183BZDQI
Danielle S.,/gp/profile/amzn1.account.AEBEMKOTS25HJJWP34GUTULDTWZQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on January 6, 2017",5.0,5.0 out of 5 stars,Love this!! Will be ordering more for sure.,Five Stars,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_34?ie=UTF8&pageNumber=34,N/A,1,0,B0183BZDQI
Kindle Customer,/gp/profile/amzn1.account.AESRETTYLC3EH4JFVH4SPTXMT5RQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"on February 16, 2016",1.0,1.0 out of 5 stars,"Update: after using this for 4 weeks it has 5 holes in it. It has never been washed. And there are FIVE HOLES!!!! So for that reason, the awesome review I gave when first receiving the cover, is not relative anymore. I did contact customer service, who was amazing, and they said that was not typical and sent me a replacement which I should receive soon.  So it was very wonderful to deal with the company.",Amazing,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_34?ie=UTF8&pageNumber=34,N/A,1,0,B0183BZDQI
mdhwebb,/gp/profile/amzn1.account.AEQ4NWPQX5CZ3CIRRABE46Z3U5NA/ref=cm_cr_arp_d_pdp?ie=UTF8,"on November 17, 2016",5.0,5.0 out of 5 stars,"Soft, stretchy material that fits perfectly over the car seat and works great as a nursing cover. Love it!!",stretchy material that fits perfectly over the car seat and works great as a nursing cover,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_34?ie=UTF8&pageNumber=34,N/A,1,0,B0183BZDQI
Jamie C,/gp/profile/amzn1.account.AGA7QIVN6TX4OBZBXMOAG2Y25Z7A/ref=cm_cr_arp_d_pdp?ie=UTF8,"on May 6, 2016",5.0,5.0 out of 5 stars,"Haven't used it yet since baby hasn't arrived, but I like the way it looks and the material seems nice! Sorry this isn't so helpful!",but I like the way it looks and the material seems nice,https://www.amazon.com/Nursing-Multi-Use-Stretchy-Copper-Pearl/product-reviews/B0183BZDQI/ref=cm_cr_dp_d_show_all_btm_34?ie=UTF8&pageNumber=34,N/A,1,0,B0183BZDQI
